cod_upp;upp;ano;mes;hom_doloso;lesao_corp_morte;latrocinio;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;encontro_cadaver;encontro_ossada;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;furto_veiculos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;armas_apreendidas;recuperacao_veiculos;cump_mandado_prisao;ocorr_flagrante;ameaca;pessoas_desaparecidas;hom_por_interv_policial;pol_militares_mortos_serv;pol_civis_mortos_serv;roubos;furtos;registro_ocorrencias
4;Chapéu Mangueira / Babilônia;2008;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;7
5;Pavão-Pavãozinho;2008;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;3;10
6;Tabajaras;2008;2;0;0;0;1;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;3;0;2;0;0;1;2;16
7;Providência;2008;2;0;0;0;0;6;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;2;5;0;0;0;0;3;2;30
8;Borel;2008;2;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;2;0;2;0;0;1;0;12
9;Formiga;2008;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;5
10;Andaraí;2008;2;0;0;0;2;4;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;4;0;2;0;0;7;2;28
11;Salgueiro;2008;2;1;0;0;0;0;0;0;0;0;0;0;0;5;1;12;0;0;0;0;0;2;0;0;0;2;0;0;3;0;1;1;0;0;0;0;18;10;39
12;Turano;2008;2;0;0;0;0;1;0;0;1;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;4;1;10
13;São João / Matriz / Queto;2008;2;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;1;1;0;0;0;0;0;2;12
14;Coroa / Fallet / Fogueteiro;2008;2;1;0;0;1;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;2;0;1;0;1;2;0;0;0;0;2;4;16
15;Escondidinho / Prazeres;2008;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;4;0;0;0;0;2;3;13
16;São Carlos;2008;2;0;0;0;0;7;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;5;0;0;0;0;3;0;14
17;Mangueira;2008;2;0;0;0;0;4;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;7;1;1;0;2;1;2;0;0;0;4;1;23
18;Macacos;2008;2;0;0;0;0;3;0;0;1;0;0;0;0;3;1;3;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;8;4;24
19;Vidigal;2008;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3
20;Nova Brasília;2008;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5
21;Fazendinha;2008;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6
22;Adeus / Baiana;2008;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;7
23;Alemão;2008;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;3
24;Chatuba;2008;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;5
25;Fé / Sereno;2008;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
26;Parque Proletário;2008;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
27;Vila Cruzeiro;2008;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;1;0;10
28;Rocinha;2008;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;29;0;0;0;0;0;0;0;0;0;4;9
29;Jacarezinho;2008;2;0;0;0;0;1;0;0;1;0;0;1;0;0;0;13;0;0;0;2;0;0;0;0;0;2;0;0;8;0;1;2;3;0;0;0;20;8;44
30;Manguinhos;2008;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;3;0;2;0;1;0;0;0;4;1;18
31;Barreira do Vasco / Tuiuti;2008;2;0;0;0;0;4;0;0;0;0;0;0;0;1;2;4;0;0;0;1;0;0;0;1;0;0;1;2;2;0;1;4;3;0;0;0;10;6;36
32;Caju;2008;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;3;8
33;Cerro-Corá;2008;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
34;Arará / Mandela;2008;2;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;5;0;0;1;0;0;0;0;0;2;1;11
35;Lins;2008;2;1;0;0;0;4;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;4;2;0;1;8;1;0;0;0;4;3;27
36;Camarista Méier;2008;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;6;15
37;Mangueirinha;2008;2;0;0;0;0;3;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;7;3;22
38;Vila Kennedy;2008;2;1;0;0;2;8;0;1;7;0;0;2;0;12;1;10;2;0;0;0;0;1;0;0;0;0;7;0;5;0;4;5;0;0;0;0;30;13;78
1;Santa Marta;2008;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;1;0;0;0;0;0;3;13
2;Cidade de Deus;2008;3;8;0;0;1;20;0;1;25;0;0;0;0;11;0;17;13;0;0;6;0;0;0;1;0;3;4;2;13;0;3;8;1;0;0;0;56;22;166
3;Batam;2008;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;3;9
4;Chapéu Mangueira / Babilônia;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;5
5;Pavão-Pavãozinho;2008;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;6
6;Tabajaras;2008;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;4;0;0;0;0;0;1;17
7;Providência;2008;3;0;0;0;0;1;1;0;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;11;1;0;0;2;1;0;1;0;0;4;6;34
8;Borel;2008;3;1;0;0;0;3;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;2;0;0;0;3;2;19
9;Formiga;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
10;Andaraí;2008;3;0;0;0;0;2;0;0;0;0;0;1;0;4;0;3;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;9;6;25
11;Salgueiro;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;0;0;1;2;0;0;0;0;0;2;1;0;1;2;0;1;0;0;10;7;27
12;Turano;2008;3;0;0;0;0;5;0;0;0;0;0;1;0;1;0;5;1;0;0;1;0;0;0;0;0;2;2;0;2;0;1;2;0;0;0;0;11;1;29
13;São João / Matriz / Queto;2008;3;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;9
14;Coroa / Fallet / Fogueteiro;2008;3;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;2;1;15
15;Escondidinho / Prazeres;2008;3;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;1;2;11
16;São Carlos;2008;3;1;0;0;1;9;0;0;0;1;0;1;0;1;0;2;0;0;0;0;0;1;0;0;0;2;2;10;2;0;0;3;1;1;0;0;4;5;32
17;Mangueira;2008;3;0;0;0;1;9;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4;2;0;1;3;0;0;0;0;1;3;26
18;Macacos;2008;3;1;0;0;0;2;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;1;0;0;0;0;4;3;23
19;Vidigal;2008;3;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6
20;Nova Brasília;2008;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
21;Fazendinha;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;6
22;Adeus / Baiana;2008;3;0;0;0;0;2;0;0;0;0;0;1;1;0;0;3;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;5;5;17
23;Alemão;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
24;Chatuba;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;Fé / Sereno;2008;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
26;Parque Proletário;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;Vila Cruzeiro;2008;3;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;13
28;Rocinha;2008;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;7
29;Jacarezinho;2008;3;1;0;0;0;5;0;0;5;0;0;1;0;1;0;9;1;0;0;0;0;0;0;0;0;0;1;0;4;0;2;0;2;0;0;0;13;9;45
30;Manguinhos;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;6
31;Barreira do Vasco / Tuiuti;2008;3;0;0;0;0;4;0;0;2;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;4;3;20
32;Caju;2008;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;2;0;0;0;0;0;2;15
33;Cerro-Corá;2008;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;1;6
34;Arará / Mandela;2008;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;1;6
35;Lins;2008;3;0;0;0;0;11;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;7;1;0;0;0;2;8;30
36;Camarista Méier;2008;3;0;0;0;1;2;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;7;1;1;0;0;4;5;24
37;Mangueirinha;2008;3;0;0;0;0;5;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;4;5;19
38;Vila Kennedy;2008;3;1;0;0;1;9;0;1;10;0;0;1;0;6;0;9;0;0;0;1;0;1;0;0;0;0;2;0;6;0;0;9;0;0;0;0;19;8;74
1;Santa Marta;2008;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;7
2;Cidade de Deus;2008;4;2;0;0;2;16;0;1;5;0;0;2;0;9;0;22;9;0;0;1;0;2;0;0;0;3;6;18;8;1;3;9;3;12;0;0;47;25;134
3;Batam;2008;4;0;0;1;0;2;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;10
4;Chapéu Mangueira / Babilônia;2008;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5
5;Pavão-Pavãozinho;2008;4;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;5;0;2;1;1;0;0;0;0;2;4;17
6;Tabajaras;2008;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;0;1;0;1;1;0;0;2;1;11
7;Providência;2008;4;0;0;0;1;1;0;0;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;10;0;3;1;6;1;1;0;0;0;3;2;34
8;Borel;2008;4;1;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;1;2;0;0;1;0;0;1;0;15
9;Formiga;2008;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
10;Andaraí;2008;4;0;0;0;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;4;0;1;0;0;6;1;22
11;Salgueiro;2008;4;1;0;0;0;1;0;0;0;0;0;0;0;3;0;14;0;0;0;1;0;0;0;0;0;3;0;0;2;0;1;1;0;0;0;0;19;6;39
12;Turano;2008;4;0;0;0;0;1;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;5;0;15
13;São João / Matriz / Queto;2008;4;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
14;Coroa / Fallet / Fogueteiro;2008;4;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;1;10
15;Escondidinho / Prazeres;2008;4;0;0;0;1;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;4;1;0;0;0;2;1;15
16;São Carlos;2008;4;0;0;0;1;3;0;0;2;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;3;1;4;0;0;4;2;21
17;Mangueira;2008;4;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;4;1;3;3;0;3;0;0;0;0;0;1;3;23
18;Macacos;2008;4;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;5;0;0;1;2;0;0;0;2;9;25
19;Vidigal;2008;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3
20;Nova Brasília;2008;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
21;Fazendinha;2008;4;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4
22;Adeus / Baiana;2008;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;1;7
23;Alemão;2008;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
24;Chatuba;2008;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8
25;Fé / Sereno;2008;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
26;Parque Proletário;2008;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;3
27;Vila Cruzeiro;2008;4;1;0;0;0;10;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;8;17;1;0;3;2;0;10;0;0;3;2;33
28;Rocinha;2008;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;1;0;0;0;0;0;1;12
29;Jacarezinho;2008;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;1;0;2;4;5;13;0;3;4;0;2;0;0;12;6;48
30;Manguinhos;2008;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;1;0;0;0;0;0;0;11
31;Barreira do Vasco / Tuiuti;2008;4;0;0;0;0;7;0;0;2;0;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;4;0;0;1;0;2;2;0;0;0;0;9;3;31
32;Caju;2008;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;1;0;0;0;0;4;15
33;Cerro-Corá;2008;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
34;Arará / Mandela;2008;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;2;5
35;Lins;2008;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;7;0;0;0;0;0;3;19
36;Camarista Méier;2008;4;1;0;0;0;2;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;11;27
37;Mangueirinha;2008;4;3;0;0;1;1;0;0;0;0;0;0;0;3;1;0;2;0;0;1;0;1;0;0;0;0;0;1;0;1;0;2;1;0;0;0;8;6;23
38;Vila Kennedy;2008;4;3;0;0;1;10;0;1;7;0;0;0;0;8;0;9;2;0;0;1;0;3;0;1;0;4;5;1;11;0;7;4;0;0;0;0;22;5;77
1;Santa Marta;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;2;0;0;0;0;0;0;3;9
2;Cidade de Deus;2008;5;2;0;0;0;9;0;2;10;0;0;2;1;11;1;20;8;0;0;2;0;2;0;0;0;2;8;5;6;2;6;9;3;4;0;0;49;24;142
3;Batam;2008;5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;2;0;0;0;0;0;2;10
4;Chapéu Mangueira / Babilônia;2008;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;2;1;1;0;0;0;0;0;0;14
5;Pavão-Pavãozinho;2008;5;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;1;0;0;0;0;0;1;0;10
6;Tabajaras;2008;5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;3;0;0;0;1;0;1;0;0;0;3;10
7;Providência;2008;5;0;0;0;0;7;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;9;1;0;0;7;2;0;1;0;0;3;2;32
8;Borel;2008;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;1;8
9;Formiga;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;3
10;Andaraí;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;1;0;0;2;0;1;2;0;0;0;0;5;5;19
11;Salgueiro;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;1;0;1;0;2;2;0;0;1;0;0;0;0;12;5;33
12;Turano;2008;5;0;0;0;1;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;5;13
13;São João / Matriz / Queto;2008;5;0;0;0;0;2;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0;0;0;0;1;2;13
14;Coroa / Fallet / Fogueteiro;2008;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;0;0;2;0;0;0;3;11
15;Escondidinho / Prazeres;2008;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;1;0;0;0;0;1;11
16;São Carlos;2008;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;1;1;0;0;3;0;1;0;0;3;2;19
17;Mangueira;2008;5;0;0;0;0;12;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;5;1;3;0;4;1;0;0;0;0;2;1;28
18;Macacos;2008;5;0;0;0;1;1;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;5;3;17
19;Vidigal;2008;5;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;6
20;Nova Brasília;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21;Fazendinha;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;1;2;7
22;Adeus / Baiana;2008;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;8
23;Alemão;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;3
24;Chatuba;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;4
25;Fé / Sereno;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
26;Parque Proletário;2008;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4
27;Vila Cruzeiro;2008;5;1;0;0;0;4;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;1;3;0;0;2;1;15
28;Rocinha;2008;5;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;2;0;0;0;0;0;2;13
29;Jacarezinho;2008;5;1;0;0;0;3;0;0;4;0;0;1;0;1;1;4;1;0;0;2;0;1;0;0;0;1;0;3;6;0;0;1;0;3;0;0;12;14;53
30;Manguinhos;2008;5;1;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;1;0;0;0;0;0;2;3;14
31;Barreira do Vasco / Tuiuti;2008;5;0;0;0;0;11;0;1;0;0;0;1;0;2;1;6;0;0;0;0;0;3;0;0;0;1;0;0;5;0;3;4;1;0;0;0;16;13;51
32;Caju;2008;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;4;1;0;1;1;0;0;0;0;1;2;9
33;Cerro-Corá;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;3;7
34;Arará / Mandela;2008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
35;Lins;2008;5;1;0;0;0;9;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;6;0;0;0;0;1;7;33
36;Camarista Méier;2008;5;1;0;0;1;2;0;0;0;0;0;0;0;8;0;7;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;16;4;32
37;Mangueirinha;2008;5;0;0;0;0;4;0;0;0;0;0;0;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;7;3;19
38;Vila Kennedy;2008;5;1;0;0;0;13;0;0;11;0;0;0;0;7;1;11;0;0;0;0;0;3;0;0;0;0;7;1;5;0;6;6;0;0;0;0;20;6;74
1;Santa Marta;2008;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;2;0;0;0;0;1;2;7
